Player Name,School Name,Position,Height,Year,Games Started,PPG,RebPG,AstPG,+/-,FG%,3FG%,FT%
Jalen Jackson,Purdue Fort Wayne,G,6'2,Sophomore,31,16.2,4.5,2.6,171,49.7,41.1,71
LJ Wells,Northern Ky.,F,6'8,Sophomore,26,8.7,5.7,1.3,42,47.2,42.4,64.6
Michael Oaks,Detroit Mercy,F,6'10,Freshman,0,1.8,1.6,0.1,5,44.4,50,60
Rasheed Bello,Purdue Fort Wayne,G,6',Junior,31,14.8,2.9,4.2,154,43.7,33.6,76.1
Abdou Samb,IUPUI,F,6'8,Sophomore,19,6.4,3.3,0.2,-281,62.1,NA,66.7
Drew Lowder,Cleveland St.,G,6'1,Senior,30,11.7,2.5,2.9,38,33.6,32.2,83.3
Clarence Cummings III,Green Bay,F,6'5,Junior,18,5.9,3.4,1.8,-1,36.4,15.5,72
Dylan Arnett,Cleveland St.,F,6'9,Sophomore,33,5.2,4.8,1.2,-38,65.2,NA,63.4
Emmanuel Kuac,Detroit Mercy,G,6'7,Senior,18,4.3,2.9,0.8,-125,29.5,26.9,75
Ramar Pryor,Cleveland St.,G,6'3,Sophomore,0,2,0.9,0.2,-38,45,21.4,100
Darius Duffy,Milwaukee,F,6'8,Junior,16,3.6,3.4,0.7,-13,72,NA,35.5
Cesar Tchilombo,Northern Ky.,F,6'9,Freshman,0,0.5,0.8,0,-72,50,NA,75
Osei Price,Oakland,G,6'5,Junior,4,1.3,0.7,0.2,17,46.7,42.1,50
Amari Jedkins,Green Bay,F,6'7,Freshman,2,4,2.4,0.6,-6,58.1,NA,36.4
Aaron Franklin,Milwaukee,G,6'5,Sophomore,5,4.4,3.9,0.5,-75,60.7,44.4,66.7
Simeon Murchison,Milwaukee,F,6'9,Freshman,0,0.9,0.7,0,3,69.2,NA,33.3
Braden Grant,Wright St.,F,6'7,Sophomore,0,0,0,0,-1,NA,NA,NA
Vinko Polovic,Milwaukee,F,6'5,Freshman,0,0,0,0,-5,NA,NA,NA
Evan Solomon,Oakland,G,6'2,Sophomore,0,0,0,0,6,NA,NA,NA
Paxton Payne,Cleveland St.,G,6'2,Senior,0,0,0,0.5,-11,NA,NA,NA
Cooper Craggs,Oakland,F,6'5,Sophomore,0,0.7,1,0.3,2,50,0,NA
Deangelo Elisee,Purdue Fort Wayne,F,6'9,Junior,0,0.7,0,0,-4,50,NA,NA
Cyril Arvanitis,Robert Morris,G,6'3,Sophomore,0,1,0,0,1,50,50,NA
Dok Muordar,Cleveland St.,F,6'11,Freshman,0,0,0.5,0.2,-2,0,NA,NA
Trey James,Robert Morris,F,6'9,Junior,0,1,1.6,0.1,-3,66.7,NA,NA
Keaton Dukes,Purdue Fort Wayne,G,6'3,Sophomore,0,0,0.5,0,-12,0,0,NA
Vasilije Serafimoski,Robert Morris,G,6'6,Sophomore,0,3,0,0,0,100,100,NA
Cole Sherman,Northern Ky.,G,5'11,Sophomore,0,0.7,0.1,0,-16,50,100,100
Armon Jarrard,IUPUI,G,6'3,Sophomore,0,0.5,1.5,0,-13,0,NA,50
Jonathan Ammori,Detroit Mercy,G,6'4,Junior,0,0.3,0.1,0,12,33.3,0,0
Derek Petersen,IUPUI,G,6'2,Senior,0,0.3,0,0,-5,0,NA,50
Tommy Fryda,Youngstown St.,G,6'1,Sophomore,0,1.3,0.2,0.2,-4,50,66.7,100
AJ Clark,VMI,G,6'4,Freshman,5,4,3,2,-186,36.5,7.4,68.6
AJ Smith,The Citadel,G,6'4,Sophomore,27,16.7,4.4,1.4,-43,45.4,35.1,79.2
TJ Grant,Mercer,F,6'5,Sophomore,0,1.2,2.1,0.5,-13,26.7,0,41.7
Alex Holt,Mercer,F,6'8,Junior,17,7.6,4.8,0.4,6,64.6,25,42.4
Gabe Sisk,ETSU,G,6'6,Freshman,1,3.5,1.8,0.7,-4,31.8,27.3,77.8
JP Pegues,Furman,G,6'1,Junior,29,18.3,4.4,4.6,108,41.4,35.8,87.5
Jan Zidek,Chattanooga,F,6'9,Senior,12,11.4,3.4,1.1,88,46.3,33.6,81.4
Myles Che,Chattanooga,G,6'2,Freshman,14,7.2,2.3,1.8,35,50.7,31.7,81.2
Honor Huff,Chattanooga,G,5'10,Sophomore,31,17.7,2.7,2.6,109,43.4,38.3,83.6
Jake Davis,Mercer,F,6'6,Freshman,23,9.2,4.3,1.1,-52,42.8,40.6,87.5
Jalen Cobb,Mercer,G,6'1,Senior,7,5.8,2.8,1.4,-1,39.1,38.4,76
Karon Boyd,ETSU,F,6'5,Sophomore,27,6.6,6.7,1.3,50,39.1,15.4,56.1
PJay Smith,Furman,G,6',Junior,20,9.8,3.3,1.8,45,39.5,38.1,73.2
Sam Alexis,Chattanooga,F,6'9,Sophomore,30,10.9,8.9,1.7,18,54,28,48.3
Tim Ceaser,UNC Greensboro,F,6'9,Senior,4,3.3,3.3,0.5,43,38.7,36.5,30
Tyran Cook,VMI,G,6'2,Freshman,22,12.7,2.5,2.3,-441,40.1,33,68.5
Tyler Rice,ETSU,G,6'1,Junior,1,3.1,1.1,0.5,-1,32.9,26.5,80
Achor Achor,Samford,F,6'9,Junior,30,15.7,6.1,1.5,313,59.3,45.3,71.7
Braden Ilic,ETSU,F,6'9,Sophomore,0,1.9,1.1,0.2,-18,46.2,40,33.3
Corey Tripp,Wofford,G,6'2,Junior,29,15.7,4.5,3.3,-7,42.4,26.8,77.9
D.J. Hughes,ETSU,F,6'7,Junior,0,1.2,2.4,0.4,-3,56.5,NA,25
DJ Campbell,Western Caro.,G,6'2,Sophomore,26,11.1,3.7,1.4,155,50.8,41.1,72.1
DJ Nussbaum,VMI,F,6'9,Senior,28,6.9,3.8,0.5,-237,55.5,0,88
Kam Roberts,The Citadel,G,6'6,Freshman,0,2.3,1.3,0.1,-17,48.9,16.7,50
Lukas Walls,Samford,G,6'5,Freshman,1,3,1.1,0.4,35,50,50,78.9
Miles Jones,UNC Greensboro,F,6'6,Senior,0,2.8,2.4,0.5,-76,38.5,38.2,85.7
Randy Brady,Chattanooga,G,6'5,Sophomore,11,3.3,4.5,1.5,73,34.1,40.4,66.7
Rylan Jones,Samford,G,6'1,Senior,31,9.7,3,4.9,263,43.9,38.1,74.2
Noah Melson,Chattanooga,G,6'6,Freshman,3,3.5,0.9,0.7,58,38.5,40.4,75
Sean Cusano,Chattanooga,F,6'9,Freshman,0,4,2.3,0.7,13,55.6,33.3,0
Tony Carpio,The Citadel,F,6'8,Sophomore,0,1.1,0.7,0,-22,77.8,NA,42.9
Tre Jackson,Western Caro.,G,6'1,Senior,29,13.2,3,1.7,124,38.3,37.3,86.8
Trey Bonham,Chattanooga,G,6',Senior,20,16,5,3.5,69,48.4,41.3,84
Akrum Ahemed,UNC Greensboro,G,6'3,Senior,0,2.8,1.8,0.6,-26,35.2,20,62.5
Caleb Hunter,Mercer,G,5'10,Junior,12,4.9,2,2.2,-28,39.2,34.1,76.9
Carter Whitt,Furman,G,6'4,Junior,13,7.9,3.1,3.2,-20,40.2,28.2,84.4
Chase Martin,Wofford,G,6'5,Sophomore,19,4.3,2.6,1.1,-67,44.5,23.1,50
David Thomas,Mercer,G,6'2,Freshman,7,11.4,2.4,2.3,20,45.4,40,72.7
Davis Molnar,Furman,F,6'6,Sophomore,0,2.2,2.8,0.7,49,41.2,9.1,66.7
Devin Butler,VMI,G,6'2,Senior,29,5.9,2.3,0.8,-361,29.9,29.1,82.2
Ebby Asamoah,ETSU,G,6'5,Senior,33,15.7,3.9,0.8,43,40.4,35.9,77.7
Garrett Hien,Furman,F,6'9,Senior,20,6.6,3.6,2.4,46,53,18.2,30.8
Jadyn Parker,ETSU,F,6'10,Junior,33,7.5,6.6,0.9,-13,47.3,20,63.2
Jah Quinones,Mercer,G,6'4,Sophomore,20,5.7,4.4,2.1,-88,37.1,25,60.7
Jalen Breath,UNC Greensboro,F,6'8,Sophomore,28,6.4,6.1,0.8,65,56,NA,51.2
Keynan Davis,The Citadel,G,6'5,Freshman,17,5.3,1.7,0.8,-165,42.5,28.4,67.9
Kobe Langley,UNC Greensboro,G,6'1,Senior,29,8.8,2.9,5.6,41,42.6,35.8,71.9
Koree Cotton,VMI,G,6'6,Freshman,7,11.2,3.6,1.4,-64,37,28.3,79.2
Madison Durr,The Citadel,G,6'4,Sophomore,29,12.1,4.2,3.1,-29,41.5,25.5,75.8
Maki Johnson,ETSU,G,6'4,Freshman,0,3.3,1.3,0.3,0,43,40.6,83.3
Quentin Meza,Wofford,G,6',Freshman,1,3.6,1.3,1.4,-78,36,34.8,66.7
Tyler Millin,Chattanooga,F,6'7,Senior,30,7.7,4.6,0.4,5,45.3,34.4,81.1
Winston Hill,The Citadel,F,6'7,Senior,11,9.5,7,1.5,8,41.5,22.2,65
Zach Loveday,Samford,F,7',Senior,0,2.2,1.6,0.2,4,63.6,20,40
Alex Williams,Furman,F,6'5,Junior,14,13,4.6,1,7,42.8,40.2,72.5
Ben VanderWal,Furman,F,6'7,Sophomore,10,5.6,4.4,0.6,37,46.8,17.9,63.1
Chase Cormier,Wofford,G,6'2,Sophomore,6,7,1.7,1,1,49.2,51.6,89.5
Colin Granger,Western Caro.,F,6'9,Junior,2,2.2,2.5,0.1,-4,47.3,0,60
Cooper Bowser,Furman,F,6'11,Freshman,3,3.6,1.4,0.3,-53,73.6,NA,68.4
Corey Chesley,VMI,G,6'5,Freshman,2,3.4,2,0.4,-255,32.7,18.4,58.3
Dillon Bailey,Wofford,G,6'2,Junior,28,11.7,2.3,1.4,-71,41.6,34.6,76.3
